review_text,F,BR,AU,FI,IR,A,L,LF,MN,O,PE,SC,SE,US,PO
Status suggestion feature can have random quotes available means by refreshing it can show a new quote. After all your app sounds like WhatsApp but you deserve 5 stars.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
But why not a new design?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Zero star, Fail to load, Continuously hangs and, I can't open this app",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Just remove the last seen record.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good application This is fast and provides data immediately.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hope the makers will have a look on it too in the coming updates.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Really appreciate What is a very wonderful chatting network. Indeed it might help to chat with friends wherever you want but beware there is a drawback that you must connect to a wifi network,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
We can use it for many things It is good but it takes much internet,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bhknb Y this application is not working properly on my phone,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not fair As much as I love to use Whatsapp, I am wondering why my version of Whatsapp only has one year limit while my friend has unlimited usage?",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
please increase data limit more than 12 m.b. kuldeep.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Please The Profile pic I don't want To anyone to see it Anyone I don't know but have my number !,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Why it's works slowly?,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Comm made easy. Updating is the only problem.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bug should be fixed I like this app but It's continuously giving error and stopped crashing please fix this bug.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Needs to be made free for 5 stars,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Keeps crashing Not only did it crash, it also wiped my whole phone.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New update is worse I am using it on note3 and ever since I updated the new version I am unable to send songs to my contacts. Crashing It crashed 2 times in 10 minutes.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 Privacy is another issue.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nice app Good work but still needs improvement,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Very good app I wish it can work with two numbers in the same phone or work with dual sim card for both numbers when it will be Work for dual sim card mobile plz.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakwas application Always not responding problem occurs can't shows messages.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ma fav I just love it,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
But the problem is very slow running to update.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
But I'd suggest two important features which are available in many other messengers. Why this is available on iOS while it's not on android. This must be added common.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
